Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
2368,0.3,Very Good,G,VVS1,60.7,56.0,4.32,4.35,2.63,725
26220,1.51,Premium,F,IF,60.5,61.0,7.5,7.4,4.45,18102
9265,0.32,Ideal,E,VS2,,55.0,4.4,4.42,2.74,702
14803,1.01,Good,F,SI1,60.5,64.0,6.48,6.45,3.91,4989
21541,0.37,Premium,E,VVS2,59.7,61.0,4.71,4.67,2.8,1082
12597,0.54,Very Good,F,VS2,62.0,59.0,5.16,5.22,3.22,1889
6731,0.32,Ideal,G,VS1,62.3,56.0,4.37,4.39,2.73,645
7747,0.82,Very Good,G,IF,61.9,57.0,5.96,6.0,3.7,4844
902,0.54,Very Good,F,VS1,,59.0,5.26,5.2,3.22,1600
22785,0.33,Ideal,H,VVS2,61.9,55.0,4.45,4.47,2.76,666
18538,0.72,Very Good,F,VVS2,63.6,59.0,5.65,5.7,3.61,3420
18487,0.33,Premium,E,VS2,60.7,58.0,4.49,4.47,2.72,928
24892,1.6,Very Good,E,SI2,62.5,54.0,7.5,7.55,4.7,11537
2530,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,4660
11751,1.56,Ideal,H,SI2,62.4,55.0,7.39,7.48,4.64,9081
9372,0.9,Premium,E,SI2,61.3,60.0,6.17,6.23,3.8,3662
18515,1.2,Premium,J,VS2,58.0,59.0,6.98,6.92,4.03,4435
5334,0.75,Ideal,G,VVS2,62.2,56.0,5.78,5.82,3.61,3879
22350,0.6,Very Good,D,SI1,60.3,58.0,5.44,5.51,3.3,1777
20992,2.01,Premium,H,SI2,62.3,60.0,7.97,7.95,4.96,14558
4335,0.58,Very Good,G,SI1,63.5,56.0,5.34,5.28,3.37,1393
2145,1.5,Premium,F,SI1,62.8,56.0,7.36,7.3,4.6,11154
20471,0.55,Ideal,H,VS2,61.9,54.0,5.25,5.28,3.26,1402
23952,0.75,Ideal,H,VVS2,62.0,55.1,5.83,5.85,3.62,2992
6817,0.32,Premium,E,VS2,61.7,58.0,4.41,4.38,2.71,900
8571,0.9,Good,F,SI1,63.9,58.0,6.12,6.08,3.9,3604
11323,1.21,Ideal,G,VVS2,62.0,56.0,6.8,6.84,4.23,10378
8803,0.38,Very Good,D,SI2,59.2,61.0,4.67,4.72,2.78,633
15180,0.5,Premium,F,VS1,61.3,59.0,5.09,5.15,3.14,1710
16819,0.77,Ideal,H,VS1,61.3,56.0,5.91,5.97,3.64,3468
3004,1.01,Premium,E,VS2,60.2,58.0,6.56,6.52,3.94,6335
17002,1.05,Premium,F,SI1,61.6,57.0,6.56,6.53,4.03,5557
1593,0.34,Premium,I,VVS1,62.6,58.0,4.45,4.47,2.79,626
17501,0.31,Ideal,D,VS2,62.1,54.0,4.36,4.34,2.7,942
13382,1.1,Premium,G,VS1,58.4,60.0,6.85,6.81,3.99,7399
26017,1.61,Premium,F,VS2,62.3,59.0,7.53,7.47,4.67,15426
15027,0.37,Ideal,E,VS1,61.6,54.0,4.6,4.65,2.86,858
21670,0.41,Good,E,VS2,58.1,59.0,4.89,4.95,2.86,772
22833,0.45,Ideal,G,VS1,59.0,60.0,4.98,5.05,2.96,1055
22224,1.01,Very Good,H,VS2,63.1,59.0,6.34,6.3,3.99,5260
807,1.02,Very Good,E,VVS1,62.6,56.0,6.35,6.5,4.02,9498
1083,0.73,Fair,F,VS1,58.6,66.0,5.92,5.88,3.46,3002
10030,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,2363
25271,0.42,Premium,E,VS2,61.0,59.0,4.85,4.82,2.95,1024
18065,0.27,Very Good,E,SI1,60.6,57.0,4.19,4.25,2.55,646
7131,1.04,Premium,I,SI2,61.3,59.0,6.5,6.46,3.97,4141
20384,1.2,Very Good,J,SI2,59.6,62.0,6.9,6.95,4.13,3880
220,0.24,Very Good,H,VVS2,61.4,57.0,4.02,4.04,2.47,449
18244,0.34,Ideal,G,VS2,62.2,53.0,4.51,4.46,2.79,765
20704,1.54,Ideal,F,VS2,61.9,57.0,7.42,7.35,4.57,12978
25674,0.26,Very Good,D,VS1,63.3,57.0,4.03,4.06,2.56,420
21873,1.03,Ideal,I,SI1,62.2,58.0,6.45,6.41,4.0,4434
9106,0.91,Ideal,E,SI2,62.7,57.0,6.19,6.26,3.9,3756
2071,1.52,Ideal,G,VS1,59.7,57.0,7.48,7.5,4.47,13777
2742,0.31,Ideal,H,VVS2,62.3,54.0,4.36,4.38,2.72,630
11617,0.4,Very Good,D,SI2,63.1,57.0,4.75,4.72,2.99,798
14152,1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,6246
15613,0.7,Premium,D,VS1,60.9,60.0,5.75,5.71,3.49,3183
9716,0.38,Premium,D,VS2,58.8,61.0,4.74,4.71,2.78,1117
13997,0.57,Premium,G,VS2,59.7,59.0,5.37,5.41,3.22,1608
25382,0.53,Ideal,D,VS2,61.2,56.0,5.2,5.23,3.19,1857
5610,1.55,Premium,I,SI1,62.5,60.0,7.35,7.33,4.59,9027
21915,1.23,Ideal,G,VS2,62.4,57.0,6.88,6.83,4.28,8233
3746,0.51,Ideal,E,SI2,,56.0,5.12,5.14,3.18,1385
19018,0.52,Ideal,F,SI1,62.2,54.0,5.19,5.23,3.24,1223
6772,1.08,Very Good,H,VVS1,63.1,57.0,6.57,6.52,4.13,6623
15368,0.3,Very Good,E,IF,60.9,59.0,4.29,4.32,2.62,949
14056,0.76,Ideal,I,SI1,61.9,56.0,5.85,5.88,3.63,2358
20140,0.3,Ideal,F,VS1,62.2,56.0,4.31,4.34,2.69,621
6386,1.1,Ideal,H,SI1,62.5,57.0,6.6,6.56,4.11,4764
9031,1.61,Good,H,SI2,63.8,62.0,7.38,7.35,4.7,9169
15447,0.29,Very Good,E,VS1,61.7,58.0,4.23,4.29,2.63,504
14881,0.3,Ideal,D,VS2,62.0,56.0,4.35,4.33,2.69,911
1058,0.79,Premium,D,SI1,61.4,59.0,5.96,5.89,3.64,3058
16506,1.15,Very Good,E,SI2,61.7,60.0,6.7,6.78,4.16,4250
12649,0.3,Ideal,G,VS1,61.5,57.0,4.31,4.34,2.66,605
13292,1.3,Premium,J,SI2,61.1,61.0,7.0,6.95,4.26,5140
5567,1.04,Ideal,G,VS1,62.3,56.0,6.45,6.49,4.03,7457
24811,1.11,Ideal,H,SI1,62.7,56.0,6.65,6.59,4.15,5386
5953,0.32,Premium,G,VS2,62.5,60.0,4.32,4.38,2.72,561
6730,0.7,Premium,J,IF,60.5,59.0,5.67,5.73,3.45,2150
10560,0.41,Premium,D,SI2,62.0,58.0,4.74,4.78,2.95,683
1407,0.57,Good,F,VS1,60.0,61.0,5.35,5.38,3.22,1801
23564,0.51,Ideal,G,VS1,62.1,55.0,5.14,5.17,3.2,1656
24806,2.03,Very Good,I,VS2,61.4,59.0,8.06,8.12,4.97,15826
19189,0.32,Ideal,H,VS1,63.0,57.0,4.39,4.37,2.76,720
9959,2.01,Premium,J,SI1,60.5,59.0,8.12,8.01,4.88,12369
2705,1.01,Good,G,VS2,64.0,59.0,6.27,6.33,4.03,6109
9351,0.72,Premium,F,VS2,62.7,59.0,5.75,5.71,3.59,2607
18500,0.98,Ideal,G,SI1,62.3,56.0,6.37,6.34,3.96,4665
9621,0.3,Ideal,E,VVS1,61.2,57.0,4.33,4.36,2.66,895
15785,0.83,Premium,H,SI1,60.0,59.0,6.08,6.05,3.64,2825
3502,0.5,Ideal,G,SI2,,57.0,5.1,5.13,3.14,1107
15005,1.07,Very Good,D,IF,60.9,58.0,6.57,6.67,4.03,18114
6970,0.3,Very Good,H,SI1,60.1,55.0,4.38,4.41,2.64,432
19082,0.46,Fair,D,VS1,67.3,61.0,4.81,4.71,3.21,1166
11164,0.73,Very Good,E,VS2,61.5,58.0,5.71,5.8,3.54,3307
15317,0.9,Ideal,E,SI2,61.8,56.0,6.18,6.22,3.83,4770
11891,0.3,Ideal,I,VS1,62.2,53.9,4.29,4.33,2.68,486
18301,1.16,Very Good,I,SI1,62.9,58.0,6.64,6.69,4.19,4586
1316,0.96,Premium,E,SI1,58.7,62.0,6.41,6.39,3.76,4365
9167,1.02,Ideal,E,VS1,60.1,57.0,6.52,6.59,3.94,8096
19872,0.5,Premium,F,VVS2,60.9,58.0,5.13,5.09,3.11,2016
26343,0.71,Ideal,F,SI2,60.7,57.0,5.78,5.81,3.52,2291
12932,0.35,Premium,E,VVS2,60.2,58.0,4.66,4.61,2.79,1024
3895,0.41,Premium,E,VVS2,60.9,60.0,4.81,4.82,2.93,1187
20459,1.35,Ideal,F,SI2,62.9,56.0,7.05,7.03,4.43,5761
12787,0.94,Good,I,SI2,63.8,60.0,6.14,6.21,3.94,3134
26090,0.32,Ideal,G,IF,61.3,56.0,4.4,4.44,2.71,905
8422,0.41,Very Good,J,VVS2,63.1,60.0,4.67,4.71,2.96,754
19491,0.44,Good,D,VS2,63.6,56.0,4.81,4.84,3.07,1009
10541,1.02,Premium,G,SI2,60.9,59.0,6.56,6.45,3.96,4486
26198,1.0,Ideal,E,SI2,62.3,57.0,6.33,6.28,3.93,4077
25811,1.01,Premium,G,SI2,60.4,59.0,6.57,6.52,3.95,4327
20467,0.31,Ideal,E,VVS2,61.3,55.0,4.34,4.37,2.67,864
7285,1.6,Ideal,F,VS1,62.0,56.0,7.47,7.52,4.65,18780
2015,0.55,Ideal,G,VVS2,62.5,56.0,5.25,5.22,3.27,2129
13695,1.06,Premium,I,VS1,62.4,55.0,6.57,6.5,4.08,4920
23993,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7277
7246,0.37,Very Good,E,VS1,62.8,55.0,4.61,4.63,2.9,818
11726,0.7,Premium,D,VS1,62.5,59.0,5.69,5.64,3.54,3365
5513,0.33,Premium,G,VVS1,60.9,58.0,4.47,4.43,2.71,1114
16045,1.0,Premium,G,VS1,62.3,58.0,6.39,6.3,3.95,6290
26251,2.0,Very Good,H,SI2,59.7,61.0,8.15,8.2,4.88,15312
12128,0.31,Premium,I,SI1,60.7,58.0,4.42,4.38,2.67,593
16965,0.34,Ideal,H,VS2,61.4,57.0,4.55,4.48,2.77,689
12358,0.4,Premium,G,VS1,62.2,55.0,4.83,4.69,2.96,1080
21510,1.51,Premium,H,VVS1,60.6,60.0,7.4,7.42,4.49,12224
14046,0.54,Fair,F,SI1,64.8,59.0,5.11,5.05,3.29,1944
7456,0.41,Very Good,E,SI1,63.2,56.0,4.74,4.72,2.99,1015
16839,1.25,Ideal,H,SI2,62.8,55.0,6.87,6.82,4.3,5880
4633,0.9,Premium,D,SI2,58.8,59.0,6.28,6.24,3.68,3579
5292,1.03,Premium,D,SI2,62.3,58.0,6.5,6.4,4.03,3675
17123,1.01,Good,D,VS1,61.1,56.0,6.36,6.43,3.91,6612
18566,0.52,Ideal,E,SI2,61.0,57.0,5.18,5.21,3.17,1412
2516,1.09,Very Good,G,VS1,62.5,59.0,6.54,6.57,4.1,6827
24155,1.18,Premium,H,SI1,61.6,59.0,6.82,6.72,4.17,6159
17995,1.26,Ideal,J,SI1,62.0,56.0,6.93,6.9,4.29,5398
16495,0.7,Ideal,J,VS2,62.6,57.0,5.64,5.67,3.54,1874
5681,0.24,Very Good,D,VVS2,58.7,61.0,4.04,4.07,2.38,485
19759,2.6,Fair,G,SI2,64.6,57.0,8.6,8.55,5.54,17027
2283,1.01,Premium,F,SI1,62.6,58.0,6.37,6.32,3.97,5202
1909,0.26,Ideal,D,VVS2,61.4,56.0,4.12,4.15,2.54,599
16712,1.2,Fair,H,SI2,64.8,58.0,6.61,6.56,4.27,4368
9961,0.48,Fair,E,VS2,64.9,54.0,4.94,4.92,3.2,1215
13701,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,5322
18674,0.79,Ideal,I,VS2,63.0,58.0,5.85,5.89,3.7,2712
4108,1.0,Very Good,H,SI1,63.6,54.0,6.33,6.37,4.04,4467
5863,0.31,Premium,H,IF,61.7,58.0,4.33,4.36,2.68,816
19823,1.51,Premium,F,SI2,61.8,59.0,7.36,7.3,4.53,7441
13353,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1865
3260,0.69,Ideal,G,SI1,62.4,56.0,5.66,5.69,3.55,2297
17770,2.02,Premium,I,SI1,61.4,58.0,8.14,8.07,4.98,14240
15820,0.5,Very Good,E,SI1,63.3,57.0,5.01,4.94,3.15,1374
14758,0.42,Ideal,F,SI1,62.0,57.0,4.81,4.83,2.99,773
19346,1.05,Very Good,E,SI1,60.7,56.0,6.54,6.6,3.99,5770
14036,1.02,Very Good,F,VS2,63.2,57.0,6.34,6.41,4.03,6659
18110,0.72,Ideal,E,SI1,60.5,55.0,5.8,5.86,3.53,3409
19296,0.32,Ideal,E,VS2,61.9,56.0,4.35,4.4,2.71,702
24270,1.15,Premium,G,SI1,62.2,56.0,6.76,6.68,4.18,5851
8787,0.41,Good,J,VS1,63.7,56.0,4.71,4.68,2.99,830
8123,0.71,Very Good,E,VS2,62.7,59.0,5.65,5.7,3.56,2830
1329,0.3,Ideal,E,IF,61.2,58.0,4.31,4.38,2.66,957
18480,0.23,Ideal,E,VS1,61.9,55.0,3.94,3.98,2.45,586
9892,1.23,Premium,G,VS1,61.3,58.0,6.87,6.89,4.22,8759
5856,0.3,Ideal,E,IF,62.0,54.0,4.31,4.34,2.68,943
11112,1.2,Very Good,I,VS2,62.1,60.0,6.78,6.72,4.19,5986
11549,0.51,Ideal,G,VVS2,,56.0,5.12,5.14,3.16,1827
5870,0.7,Premium,D,SI1,61.4,59.0,5.67,5.64,3.47,2218
6139,0.32,Premium,F,VS2,61.1,58.0,4.42,4.39,2.69,828
8633,0.5,Very Good,F,VS1,62.0,58.0,5.08,5.11,3.16,1692
7033,0.51,Good,D,SI2,63.8,56.0,5.07,5.09,3.24,1180
26797,0.31,Premium,F,VS2,59.0,59.0,4.44,4.47,2.63,625
23,1.52,Ideal,D,SI2,62.7,56.0,7.35,7.28,4.59,8631
23073,2.08,Premium,I,SI2,60.8,61.0,8.24,8.21,5.0,14047
19027,0.31,Premium,D,VVS1,62.7,58.0,4.3,4.31,2.7,882
1464,0.34,Good,G,VS2,57.5,61.0,4.66,4.6,2.66,714
25472,0.24,Very Good,E,VS2,61.5,58.0,4.02,4.05,2.48,419
23430,1.01,Very Good,J,VS2,63.3,54.0,6.42,6.34,4.04,3620
3653,0.7,Very Good,G,VVS2,60.2,61.0,5.66,5.74,3.43,3052
15385,0.34,Ideal,F,VS2,62.5,55.0,4.51,4.48,2.81,880
19835,0.7,Premium,G,VS1,61.4,59.0,5.59,5.74,3.51,2512
19724,1.05,Ideal,G,IF,62.5,56.0,6.52,6.48,4.06,9012
20391,1.09,Premium,J,VS1,59.3,57.0,6.79,6.74,4.01,4303
11000,1.26,Very Good,H,VS2,63.8,52.0,6.89,6.84,4.38,7567
1044,1.0,Very Good,G,VVS2,62.7,57.0,6.32,6.37,3.98,7950
14788,0.54,Ideal,F,SI2,60.8,56.0,5.26,5.34,3.22,1235
8109,0.57,Ideal,G,VS2,61.8,56.0,5.3,5.35,3.29,1608
678,0.31,Ideal,G,VS2,62.7,57.0,4.31,4.34,2.71,544
26169,0.92,Ideal,E,SI1,61.7,57.0,6.24,6.27,3.86,5014
8750,0.32,Very Good,F,VS2,60.8,58.0,4.41,4.44,2.69,645
1137,0.31,Good,J,SI2,63.3,58.0,4.34,4.35,2.75,335
1225,0.41,Premium,G,SI1,62.5,58.0,4.78,4.75,2.98,923
5857,0.41,Premium,F,VVS2,60.1,58.0,4.79,4.83,2.89,1115
2362,0.7,Premium,G,SI1,61.8,59.0,5.68,5.59,3.48,2184
8638,0.56,Ideal,D,VS2,61.2,56.0,5.35,5.3,3.26,2066
14193,2.0,Premium,H,SI2,60.7,60.0,8.07,8.11,4.91,15312
1413,0.98,Fair,G,SI2,66.6,56.0,6.12,6.02,4.04,3332
6604,0.5,Ideal,D,SI2,61.6,57.0,5.13,5.1,3.15,1332
14732,1.01,Good,D,VS2,67.0,57.0,6.11,6.22,4.13,6113
14357,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,7362
12479,1.02,Ideal,D,VS1,62.0,56.0,6.46,6.5,4.02,8658
21595,1.07,Premium,G,VS2,60.5,56.0,6.71,6.64,4.04,6471
4912,0.85,Very Good,E,VS2,60.2,60.0,6.09,6.14,3.68,3871
20917,0.78,Very Good,J,SI1,58.0,61.0,6.07,6.13,3.54,2164
17589,1.21,Premium,F,VS1,62.6,59.0,6.81,6.76,4.25,10018
12825,0.7,Very Good,G,VVS2,61.8,60.0,5.63,5.69,3.5,2936
13859,0.31,Good,H,VS1,63.6,55.0,4.29,4.32,2.74,544
23205,0.34,Ideal,G,VS2,61.9,55.0,4.53,4.49,2.79,765
7835,1.01,Good,D,VS2,62.5,62.0,6.26,6.34,3.94,6563
15124,1.54,Ideal,G,VVS2,62.5,57.0,7.36,7.3,4.58,15197
11245,0.71,Ideal,D,VS2,61.2,57.0,5.72,5.76,3.51,4029
12087,0.33,Ideal,H,SI1,60.6,56.0,4.46,4.49,2.72,564
23944,1.1,Very Good,F,SI2,59.1,57.0,6.72,6.82,4.0,4715
20684,0.7,Premium,H,SI1,62.8,57.0,5.66,5.61,3.54,2331
18094,1.04,Premium,H,SI1,59.5,58.0,6.67,6.58,3.94,4980
17322,0.76,Ideal,E,VS1,62.1,57.0,5.82,5.87,3.63,2947
1113,1.47,Very Good,E,VS2,62.4,59.0,7.13,7.2,4.47,12547
23752,1.01,Very Good,E,SI2,63.3,58.0,6.4,6.31,4.02,3674
25758,0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,4137
8463,0.52,Very Good,H,VS1,61.7,55.0,5.15,5.17,3.19,1659
18429,0.32,Ideal,G,SI1,61.4,56.0,4.44,4.42,2.72,653
9627,0.71,Ideal,I,VS1,61.6,54.7,5.71,5.85,3.54,2397
21773,1.25,Ideal,D,SI2,61.9,54.4,6.9,6.93,4.28,6779
18266,1.0,Good,H,VS2,63.6,61.0,6.25,6.21,3.96,4722
2926,1.22,Premium,H,VS2,60.8,59.0,6.93,6.86,4.19,7310
9766,0.3,Premium,F,VS2,62.7,58.0,4.3,4.25,2.68,776
6573,0.5,Very Good,F,VS2,60.6,59.0,5.03,5.13,3.08,1333
493,0.7,Very Good,G,VVS2,60.8,57.0,5.72,5.76,3.49,2931
5806,2.16,Very Good,I,SI1,58.5,60.0,8.49,8.54,4.98,17772
8569,0.4,Ideal,F,VS1,61.8,55.0,4.76,4.78,2.95,971
11666,0.26,Ideal,G,SI1,62.2,54.0,4.11,4.12,2.56,394
2148,0.66,Ideal,H,VS1,62.7,55.0,5.6,5.57,3.5,2222
8962,0.38,Ideal,H,VVS1,60.7,56.0,4.75,4.74,2.88,1069
2252,0.25,Ideal,H,VVS1,62.5,56.0,4.03,4.06,2.53,450
15620,1.34,Very Good,J,VS1,61.7,59.0,7.03,7.14,4.37,6237
23109,1.01,Very Good,E,VVS2,62.8,56.0,6.34,6.39,4.0,9089
21252,1.03,Good,J,SI2,56.2,62.0,6.69,6.73,3.77,3188
6959,1.7,Premium,E,VS2,62.9,58.0,7.57,7.54,4.75,17323
7659,0.79,Premium,G,VS2,62.3,58.0,5.92,5.89,3.68,2959
3497,0.41,Ideal,G,VVS2,61.3,56.0,4.79,4.77,2.93,1076
17463,0.24,Good,E,VVS1,60.8,64.0,3.97,3.99,2.42,492
4608,0.75,Very Good,E,SI1,62.3,58.0,5.78,5.81,3.61,2923
2091,0.3,Ideal,F,VS2,62.0,54.0,4.34,4.31,2.68,776
3992,0.3,Very Good,F,VS1,60.9,63.0,4.26,4.31,2.61,704
13674,0.27,Ideal,E,VVS1,62.0,56.0,4.16,4.19,2.59,586
11303,1.05,Good,I,VS2,63.1,58.0,6.42,6.47,4.07,4529
1776,0.81,Ideal,E,SI2,60.3,57.0,6.07,6.04,3.65,2864
4579,0.71,Very Good,E,VS2,63.4,61.0,5.6,5.57,3.54,2450
6293,1.0,Very Good,G,VS2,63.5,59.0,6.33,6.23,3.99,5967
23351,1.1,Very Good,F,I1,59.8,61.0,6.65,6.7,3.99,3678
16031,0.73,Ideal,H,IF,62.2,54.0,5.76,5.82,3.6,3301
7916,1.28,Premium,G,VS2,62.1,60.0,6.95,6.89,4.3,8139
8880,0.71,Ideal,H,VVS1,60.4,57.0,5.78,5.81,3.5,2867
21777,2.21,Premium,J,SI2,62.7,57.0,8.33,8.25,5.2,13642
18096,0.33,Ideal,G,VS1,62.1,54.0,4.47,4.45,2.77,854
16603,0.74,Ideal,G,VS1,61.8,55.0,5.85,5.8,3.6,2960
6794,0.71,Fair,D,SI1,55.5,62.0,6.0,5.97,3.32,2086
5347,0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,943
8408,1.02,Very Good,E,SI1,60.5,63.0,6.54,6.48,3.94,4901
21266,0.32,Premium,H,VVS1,61.5,59.0,4.41,4.37,2.7,936
22761,0.52,Ideal,G,IF,61.5,56.0,5.21,5.16,3.19,2164
8551,0.63,Very Good,H,VVS1,62.0,57.0,5.47,5.5,3.4,2127
11909,0.81,Very Good,I,VS2,62.6,59.7,5.86,5.92,3.69,2444
16378,1.0,Good,G,SI2,57.4,60.0,6.63,6.53,3.78,3941
22102,0.3,Ideal,H,SI1,61.9,54.0,4.33,4.36,2.69,389
15048,0.6,Very Good,D,SI1,62.0,55.0,5.36,5.44,3.35,1777
5399,0.5,Ideal,E,VS2,62.2,54.0,5.08,5.11,3.17,1624
24055,1.01,Good,J,SI1,62.8,58.0,6.28,6.33,3.96,3399
26123,0.76,Ideal,I,VVS1,62.2,55.0,5.89,5.87,3.66,2753
17391,0.91,Very Good,F,SI1,60.1,58.0,6.3,6.35,3.8,3879
24633,1.51,Good,J,VS1,61.5,59.0,7.26,7.31,4.48,8271
12993,0.7,Very Good,G,IF,63.0,59.0,5.58,5.62,3.53,3725
19912,1.53,Ideal,E,SI1,61.2,58.0,7.39,7.44,4.54,13324
2614,1.05,Premium,H,VS2,60.5,58.0,6.7,6.63,4.03,4739
24023,0.39,Ideal,G,VS1,62.0,55.0,4.71,4.66,2.9,1077
5064,0.76,Premium,F,IF,60.6,60.0,5.89,5.85,3.56,4150
20726,0.34,Premium,G,VS2,61.2,58.0,4.5,4.46,2.74,765
14846,0.28,Ideal,H,VVS2,61.6,56.0,4.22,4.26,2.61,514
10554,0.9,Very Good,F,SI1,62.6,60.0,6.1,6.14,3.83,3950
17097,1.05,Premium,E,SI1,61.8,56.0,6.57,6.5,4.04,5821
13714,0.66,Good,G,VS1,59.6,60.2,5.66,5.71,3.38,2275
24189,0.74,Ideal,F,VS1,62.3,56.0,5.79,5.76,3.6,3170
15952,0.42,Premium,F,SI1,60.8,58.0,4.83,4.87,2.95,773
20995,2.01,Very Good,E,SI2,,60.0,8.2,8.24,4.84,17024
1559,0.32,Very Good,H,VS1,63.1,57.0,4.37,4.34,2.75,720
2920,2.01,Ideal,G,SI1,62.1,57.0,8.07,8.09,5.02,18736
19995,0.3,Ideal,D,SI1,62.2,56.0,4.3,4.25,2.66,709
8340,1.02,Premium,H,SI2,59.2,59.0,6.57,6.54,3.88,3769
14384,0.38,Ideal,I,VVS2,62.0,55.0,4.64,4.69,2.89,721
22335,0.23,Ideal,F,VS2,60.9,57.0,3.96,3.99,2.42,498
8406,1.01,Premium,D,VVS2,62.2,59.0,6.36,6.3,3.94,8065
23360,0.7,Very Good,H,SI1,,56.0,5.72,5.76,3.51,2548
17775,0.82,Ideal,G,VVS2,62.1,56.0,5.97,6.01,3.72,4130
4377,0.4,Ideal,H,SI1,61.8,57.0,4.75,4.77,2.94,896
19452,0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,755
15108,0.53,Ideal,F,VS1,61.8,56.0,5.2,5.22,3.22,1812
19354,0.31,Premium,I,VS1,59.2,60.0,4.45,4.4,2.62,628
14604,1.0,Good,J,VVS1,63.5,59.0,6.29,6.34,4.01,4633
8136,1.21,Premium,I,SI1,60.6,56.0,6.97,6.89,4.2,5556
26796,1.24,Premium,H,VS1,61.2,59.0,6.94,6.91,4.24,7493
22285,1.41,Premium,G,SI1,59.5,59.0,7.35,7.3,4.36,8758
6362,0.4,Ideal,I,VS2,61.8,56.0,4.73,4.79,2.94,639
23990,0.43,Good,H,VVS1,60.0,61.0,4.91,4.93,2.95,1000
1948,0.72,Very Good,E,VS2,62.9,57.0,5.68,5.73,3.59,2990
22214,1.25,Ideal,H,SI1,,58.0,6.86,6.89,4.26,7423
9316,2.05,Ideal,G,SI2,61.6,56.0,8.16,8.11,5.01,18181
26955,0.5,Good,G,VVS2,63.8,56.0,5.06,5.03,3.22,1806
12301,0.3,Premium,I,VS1,59.8,60.0,4.36,4.34,2.6,608
12827,0.73,Ideal,D,VVS2,61.3,56.0,5.79,5.82,3.56,4372
2132,0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,487
11276,0.7,Fair,F,SI2,66.4,56.0,5.51,5.42,3.63,1564
26829,0.4,Very Good,E,VVS2,60.5,58.0,4.76,4.8,2.89,1205
15587,0.55,Ideal,E,SI1,62.5,56.0,5.21,5.25,3.27,1609
25521,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,1827
14951,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1317
25548,0.5,Very Good,F,VVS2,61.0,61.0,5.09,5.11,3.11,2013
9121,1.09,Very Good,G,VS1,59.7,63.0,6.74,6.65,4.0,6570
11142,2.12,Premium,I,VS2,61.5,58.0,8.3,8.26,5.09,17254
17130,1.01,Ideal,D,SI2,60.5,57.0,6.53,6.6,3.97,4837
25259,1.23,Good,D,I1,63.7,58.0,6.72,6.79,4.3,3977
3076,0.51,Very Good,G,VS1,63.4,57.0,5.08,5.04,3.21,1709
2090,1.02,Very Good,G,VS1,63.3,58.0,6.42,6.38,4.05,6861
19744,1.13,Ideal,H,VS2,62.0,57.0,6.7,6.66,4.14,5885
26121,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,4053
15743,1.53,Ideal,H,SI2,61.2,56.0,7.46,7.43,4.56,9562
9846,1.53,Premium,F,SI2,62.7,60.0,7.28,7.34,4.58,9424
6705,0.92,Ideal,I,SI1,61.8,57.0,6.27,6.25,3.87,3323
17470,0.31,Ideal,F,VS2,61.9,55.0,4.31,4.35,2.68,625
10726,0.78,Fair,F,SI2,64.6,53.0,5.83,5.78,3.75,2312
13819,0.6,Very Good,G,IF,61.6,56.0,5.43,5.46,3.35,2800
21526,1.12,Very Good,H,SI2,62.4,55.0,6.63,6.68,4.15,4538
22770,1.0,Very Good,G,VVS2,63.1,58.0,6.37,6.33,4.01,7589
22604,0.3,Good,G,VS1,63.1,56.0,4.24,4.26,2.68,605
2382,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1384
8833,0.31,Ideal,J,VS2,62.3,54.0,4.35,4.38,2.72,396
8103,0.57,Very Good,E,VS2,61.0,57.0,5.33,5.35,3.26,1785
16165,1.0,Very Good,D,SI1,59.2,62.0,6.49,6.54,3.86,5621
24587,0.6,Good,D,SI1,63.8,57.0,5.32,5.27,3.38,1944
22001,0.52,Ideal,E,VS2,61.5,56.0,5.16,5.18,3.18,1760
24373,0.26,Ideal,F,VVS1,62.7,55.0,4.07,4.1,2.56,635
24897,1.0,Fair,E,SI2,65.1,59.0,6.3,6.23,4.08,3575
8934,1.52,Very Good,I,VS2,61.7,55.0,7.39,7.32,4.54,10130
7926,1.7,Ideal,G,VVS1,,56.0,7.62,7.67,4.66,18279
21863,0.3,Ideal,G,VVS1,61.7,57.0,4.32,4.34,2.67,764
24423,0.25,Very Good,H,VVS1,60.1,62.0,4.08,4.11,2.46,450
